af_id,af_pattern,af_user,af_user_text,af_timestamp,af_enabled,af_comments,af_public_comments,af_hidden,af_hit_count,af_throttled,af_deleted,af_actions,af_global,af_group
159,,365454,Zzuuzz,20170402073529,0,,Mascot Guy Sock Candidates,1,2171,0,1,"throttle,disallow",0,default
472,"!""autoconfirmed"" in user_groups
& new_wikitext rlike ""bitch|\bcocks?\b|\bdicks?\b|\bcunts?\b|\bdildo|douche|fuck|nigg(er|ah*)|pedophile|fag(g|\b)|penis|\bcrap(py)?\b|\bslut(s|ty)?\b|whore|\bsucks?\b|\bshit|\bhello\b|\bblah|\bpussy""",3855926,Legoktm,20140303202248,0,"Stripped-down version of filter #384, appropriate for AFTv5 comments.  Logging only for now. --rsterbin

Set auto-flag. --rsterbin

Reverted the recent edits the filter, which for reasons I can't discern, caused it to block all anonymous contributions to article feedback. --Someguy1221

Re-enable due to 5% limit. Also, no need for ""hi"" to be in there, and limited a few ambiguous entries. - KoH

Merged to 460. --Reaper 2012-08-17

Deleting, AFTv5 removed from WMF wikis --Legoktm 03/03/13",Feedback: Addition of bad words,0,2133,1,1,,0,default
236,,301395,NawlinWiki,20110316135512,0,,Wknight94 test filter,1,2116,0,1,,0,default
35,"!(""autoconfirmed"" in user_groups) &
new_size < 150 &
old_size < 150 &
(lcase(old_wikitext) rlike ""^#\s*redirect\s*\[\["") &
(lcase(new_wikitext) rlike ""^#\s*redirect\s*\[\["")",1130897,Ruslik0,20090511155617,0,"Should hit new users trying to modify an existing redirect only.
*disabling because of performence issues. (just throwing darts that the larger variables like old_wikitext and new_wikitext bog down large pages like AN)

*****************************************************
DISABLED FOR PERFORMANCE REASONS

Adding some more checks so it won't even attempt to go through the wikitext of large pages. Enabling for now, I'll keep an eye on it. - Hersfold

Merged to the filter 28 and disabled - Ruslik
Marked as deleted. - Ruslik",New user changing a redirect,0,2093,0,1,,0,default
23,,82835,Rich Farmbrough,20160812194609,0,,Some vandal phrases,1,2075,0,1,,0,default
935,,7529026,There'sNoTime,20180923090952,1,,"""ntsamr""-pattern spambot filter",1,2056,0,0,,0,default
637,,14882394,MusikAnimal,20190103014127,0,,MusikAnimal test filter,1,2040,0,0,,0,default
16,,365454,Zzuuzz,20170509184759,0,,Prolific socker I,1,2005,0,1,"throttle,disallow",0,default
273,,258000,King of Hearts,20120808231233,0,,Repeated obscenities,1,1980,0,1,disallow,0,default
813,,14882394,MusikAnimal,20170605190253,1,,Bee movie script,1,1879,0,0,disallow,0,default
766,"!(""confirmed"" in user_groups) &
page_namespace == 0 &
!(page_title contains ""((("") &
page_id != 50720028 & ( /* [[Triple parentheses]] */
    trip_par :=""(\(|&#40;){3}.*(\)|&#41;){3}"";
    added_lines irlike trip_par &
    !(removed_lines irlike trip_par)
)",14882394,MusikAnimal,20181209191741,1,"See [[https://en.wikipedia.org/wiki/New_Right#Alt-right]] for what this is about, it is almost always derogatory or outright vandalism. This has been tested on Special:AbuseFilter/1 for several days. Going to closely monitor and if this proves to be vandalism 99.something% of the time, I'll merge it into Special:AbuseFilter/614. For now just tagging as possible vandalism ~MA 2016.06.12

Moving to warn/tag ~MA 2016.07.05

Refactor regex to meet false negative (Strongjam) --Samtar 29/9/16",Alt-right labeling,0,1866,0,0,"warn,tag",0,default
667,,764407,Kuru,20181007162410,1,,Wikipedia:Long-term abuse/Best known for IP,1,1843,0,0,,0,default
768,,7586,Cyp,20171028174754,1,,AIV disruption,1,1781,0,0,disallow,0,default
826,,14882394,MusikAnimal,20170206164424,1,,Image flag vandal,1,1748,0,0,"throttle,disallow",0,default
179,,258000,King of Hearts,20120808231218,0,,Ongoing attacks,1,1617,0,1,disallow,0,default
756,,502540,Xaosflux,20190104181541,0,,Banned user vandalism,1,1601,0,0,disallow,0,default
926,,14882394,MusikAnimal,20190103224137,1,,Image vandalism II,1,1574,0,0,disallow,0,default
942,"(""sysop"" in user_groups) &
!(""bot"" in user_groups) &
(action==""edit"") &
(""sysop"" in page_restrictions_edit)",502540,Xaosflux,20181128042048,1,"20181123 - Testing ~Xaosflux
+ns:8  that has Namespace restrictions
exclude bots ~X
pull ns8 out, these are easy enough to find elsewhere",Log edits to protected pages,0,1573,0,0,,0,default
577,"article_namespace != 3 &
(added_lines rlike ""♙|☃|↵"") &
!(removed_lines rlike ""♙|☃|↵"")",5711305,Cenarium,20150212173614,0,"Created in response to a request by MDennis (WMF). Will delete after a couple weeks. --Reaper 2013-07-24
Added ↵ due to bug 52096 -- John Vandenberg

Ignore ns3 -- Legoktm 2013-08-21

Deleted. --Reaper 2014-01-02",VisualEditor bugs: Strange icons,0,1566,0,1,,0,default
24,"!(""autoconfirmed"" in user_groups) &
(lcase(added_lines) rlike ""\[\[(penis|vagina|clitor[ui]s|cunt|breasts?|faggots?|faggot \(slang\)|douche)\|"")",5711305,Cenarium,20150212173232,0,"This should prevent people from changing links, something which isn't always caught easily. People shouldn't have to do this sort of thing, since usually if you *want* to link to penis you just use [[penis]]. - Hersfold
Adding group filter, new users only - Hersfold

Trying to expand the list - Ruslik0

Add tag ""link vandalism"" - Cen

change to tag ""possible vandalism"" - Cen

Optimizing. - KoH

Marked as deleted. Ruslik",Sneaky link vandalism,0,1538,0,1,,0,default
280,"(article_namespace == 0) & (edit_delta > -500) &
(!(""autoconfirmed"" in user_groups)) &
(
   (removed_lines rlike ""(?:\n|^) *\[\[(?:[Ff]ile:|[Ii]mage:)[^\]]*\]\] *(?:\n|$)"")
   | (removed_lines rlike ""\| *im(?:g|age) *= *[^\|}\n]{3,}\n"")
)",8544547,Shirik,20100131230039,0,"Note about the regex: What it's looking for is a removed line that consists entirely of [[File:Foo.xxx]], [[Image:Foo.xxx]], |img=Foo.xxx, or |image=Foo.xxx (the last two are for Infobox images).

Filter for detecting removed/changed images. Test against [[User:Shirik/UnitTests]]. Disabled for now. --Shirik 6 Jan 2010

Attempted to address a possible false positive where other text is on the same line. --Shirik 6 Jan 2010

Adjusted regex for corrections found during unit testing. -- Shirik 6 Jan 2010

Added limitation to avoid detecting things found by blanking filters -- Shirik 6 Jan 2010

Enabling at off-peak hours, log only. Watching performance. -- Shirik 7 Jan 2010

Corrected a false positive from not asserting the beginning of a line for a file -- Shirik 7 Jan 2010
Corrected a false positive where the |image= in an info box existed, but no image was present -- Shirik 7 Jan 2010
Disabled for now. The regex works, 2ms, but consumed conditions is high. -- Shirik 7 Jan 2010
Split the regex to assist the engine -- Shirik 7 Jan 2010

Disabling for now. Too many hits to be useful. -- Shirik 10 Jan 2010
Deleted. Per request, decided not to implement as above. - Shirik 31 Jan 2010",New user altering images,0,1525,0,1,,0,default
257,,14882394,MusikAnimal,20170511024816,0,,Sonichu and other repeat vandalism,1,1505,0,1,disallow,0,default
620,,14882394,MusikAnimal,20160614035352,0,,archive removal by disruptive editors,1,1498,0,1,,0,default
740,,7586,Cyp,20171106152842,1,,Template hijacking,1,1461,0,0,,0,default
408,,258000,King of Hearts,20120808231552,0,,really long talk post,1,1441,0,1,,0,default
921,"!(""confirmed"" in user_groups) &
article_namespace == 0 &
edit_delta < 500 & /** Less substantial content contributions, hence more likely to be bad-faith **/
added_lines irlike ""\bnazi(?:sm?)?\b"" &
!(old_wikitext irlike ""\bnazi(?:sm?)?\b"")",14882394,MusikAnimal,20180703035104,1,"See [[Special:Permalink/845425050#Nazi filter]]. Creating dedicated filter after testing with filter 2. This can be public, not LTA-related. Log-only for the time being ~MA",Suspicious claims of nazism,0,1422,0,0,tag,0,default
475,"!(""autoconfirmed"" in user_groups)
& (
line1:= ""(pa?edo(ph|f)il|little\sboys|molest|predat(e|o)r|\brap(e|ing|ist|er)|penis|\bcunt|\btwat|bitch\b|slut\b|prostitut|whore|\bf[-._ ]?u[-._ ]?c[-._ ]?k|pimp\b|faggot|brothel|\bgays|(is|are)\sgay|\(gay\)|\bwank|bellend|dickhead|terrorist|\bcocks?\b)""; 
line2:=""(drugs|abuse|ha(ve|ving|s|d)\ssex|sex\swith|\bporn)"";
line3:=""(fired\b|sacked|expelled|corrupt|fraud)"";
lad:=lcase(new_wikitext);
 (lad rlike line1)
 | (lad rlike line2)
 | (lad rlike line3)
)",301395,NawlinWiki,20131003210159,0,"First attempt at a stripped-down version of filter #189, appropriate for AFTv5 comments.  A better version would check for category, but that information is not available to AFT.  Logging only for now (later set to auto-flag). --rsterbin

DO NOT USER THIS FILTER for Article Feedback in its current form, because it is intended for biographies of living persons, and looks for words like drugs, fired or fraud, which are perfectly acceptable in feedback posts. So I am removing all actions for now. If someone could edit it to only look for unacceptable obscenities, than we can add actions back again. Thanks!  -- fabriceflorin

Merged to 460. --Reaper 2012-08-17",Feedback: Vandalism or libel,0,1390,0,1,,0,feedback
358,,461626,Od Mishehu,20151220123259,0,,Od Mishehu's test filter,1,1358,0,0,,0,default
619,,15991542,Samwalton9,20150204222535,0,,Possible covert vandalism,1,1326,0,0,,0,default
652,,14882394,MusikAnimal,20180412165059,0,,Jajadelera,1,1326,0,0,"warn,disallow",0,default
194,"!(""sysop"" in user_groups) & (article_articleid == 0) &
contains_any(lcase(new_wikitext),""jackson"",""michael jackson"",""pedophile"",""cardiac arrest"",""heart attack"",""thriller"",""beat it"")",1795359,Xeno,20090721035726,0,"Should stop creation of new pages about MJ. Will engage further actions as needed, right now log&tag only. - Hersfold
Adding more terms - Hersfold
Clarified tag. -Maxim

Need lcase, unless you only want MJ's name when miscapitalized.  -DF

Clarified tag to prevent people to wonder why their legit articles are flagged. Removed too common term ""died"" (too many false positives). Maybe should be limited to new users? -SoWhy

Please format your tags properly, see at [[Special:Tags]]. - Cena

rmv tag, this filter is inherently broken and filters anything - Cena

refine this filter before re-enabling. too many false positives. -xeno

unhiding, marking as deleted. -xeno",Michael Jackson new page vandalism,0,1309,0,1,,0,default
151,"!('autoconfirmed' in user_groups) & 
(article_namespace == 0) &
(new_size < 200) &
(lcase(new_wikitext) rlike ""^#redirect"") &
(
  ((""[["" + article_text + ""]]"") in new_wikitext) |
  (lcase(new_wikitext) rlike ""^#redirect *\[\[user([ _]talk)?:"")
)",5711305,Cenarium,20150212173345,0,"Suggested at RAF.  Logging.

Fix string priority.  Make case specific.

add tag ""unusual redirect"" - Cen

except autoconfirmed users - Cen

disable for now until condition limit drops - Feezo

Marked as deleted - KoH",Inappropriate Redirects,0,1294,0,1,,0,default
891,"article_namespace rlike ""^(0|2|118)$"" &
(
 (added_lines irlike ""doi[ ]*=[ ]*10.(1234|1999|2495|4018|4172|4236|5897|11648|15373|17265)"") |
 (
  (added_lines irlike ""biomedres\.info|cennser\.org|cpinet\.info"") &
  (added_links irlike ""biomedres\.info|cennser\.org|cpinet\.info"") 
 )
)",14882394,MusikAnimal,20180328194850,1,"Checks for DOI references to commonly used predatory open access publishers.

10.1234: Not issued, used by some junk journals to appear legit
10.1999: WASET
10.2495: WIT Press
10.4018: IGI Global
10.4172: OMICS Group
10.4236: Scientific Research Publishing
10.5897: Academic Journals
10.11648: Science Publishing Group
10.15373: World Wide Journals
10.17265: David Publishing

Only check namespaces 0,1,2,3,118 --TNT 3/Dec/17

Added some domains to check .. lets see what happens to parsetime

Allowing use on talk pages, hope this okay... otherwise we need to somehow exclude talk page archives, and also bots, see [[Special:Permalink/832937586#Edit filter problems]] ~MA",Predatory open access journals,0,1289,0,0,"warn,tag",0,default
892,"page_namespace == 0 &
contains_any(added_lines, "".proxy."", "".gate.lib."", "".ezproxy-v."", "".ucsf.idm.oclc.org"") &
contains_any(added_links, "".proxy."", "".gate.lib."", "".ezproxy-v."", "".ucsf.idm.oclc.org"")",14882394,MusikAnimal,20181023224029,1,"Start filtering this, per https://en.wikipedia.org/w/index.php?title=Wikipedia_talk:Spam_blacklist&oldid=813788883

Simpler version, we are only logging atm.
+1  Beetstra 12/6/2017

Using added_links, maybe cleaner.

added_links is pretty expensive (for some reason), so if added_lines works for logging purposes then let's use it ~MA

Problem is .. we are going to warn at some point.  added_lines does not work, as it may be part of a changed line (or a moved line, both of which in the diff are interpreted as a deleted line and an added line).  3 out of 5 hits were now false positives .. I was considering to turn it to warn after I saw the first two (the proper positives).

Check added_lines first to cancel out most edits before using the more expensive added_links ~MA

Set to warn and prevent, see https://en.wikipedia.org/w/index.php?title=Wikipedia_talk:Spam_blacklist&oldid=819509337#Follow_up_-_blacklist_links_to_inside_nets_of_Universities (links may end up being blacklisted, making this filter obsolete).",RS linked through proxy,0,1245,0,0,disallow,0,default
119,"(article_namespace == 0) &
!(""sysop"" in user_groups) & 
(edit_delta > -100 & edit_delta < 100) &
(length(added_lines) > 0 & length(removed_lines) > 0) &
(contains_any(rmspecials(lcase(edit_diff)), ""fyrom"", ""macedonia"")) &
(
  (
    rcount(""fyrom|formeryugoslav"",rmspecials(lcase(added_lines))) !=
    rcount(""fyrom|formeryugoslav"",rmspecials(lcase(removed_lines)))
  ) |
  (
    count(""[[republic of macedonia]]"", lcase(added_lines)) != 
    count(""[[republic of macedonia]]"", lcase(removed_lines))
  ) 
)",1130897,Ruslik0,20090928191653,0,"Related to the [[Macedonia_naming_dispute]] and the endless edit warring on the topic on wiki.

Logs small edits by non-sysops that add or remove ""FYROM"" and ""Former Yugoslav""

Change targeting.  Hope for better performance.

No need to hide this. --Conti

Note: False positives occur with interwiki bots adding links to ""fy:Rom...."" entries. --Fut.Perf.

NOTE: This filter was discussed on [[Wikipedia:Requests for arbitration/Macedonia 2]]. Please see [[Wikipedia:Requests for arbitration/Macedonia 2#Tighten the abuse filter]] before making any further significant changes. --Zzyzx11

This remedy is not actionable. The edit filter is not for content issues. - Cen

Disable, appears to be inactive (log only filter). If you are using this filter, please let me know, and I'll reenable it -Prodego

Marked as deleted. - Ruslik",Macedonia naming conflict,0,1243,0,1,,0,default
474,"user_editcount < 30
& (match:= ""\b(?:(?:P+H+|F)+U+C+K+[\w\d]*?|A+N+U+S+|C+R+A+P+|S+H+I+T+|[KC]+U+N+T+|N+I+GG+(E+R+|A+)|(A+SS+|B+U+(T+|M+))[ \-]*(H+O+L+E+|S+E+X+|R+(A+E+|E+A+)P+)|(C+O|K+A+W+)[CK]+|L+OO+[SZ]+E+R|B+I+T+C+H+|P+(3|E)+N+I+S+|W+A+N+K+E+R+|H+A+GG+E+R+|HERMAPHRO|J[Eé3]sK[Eé3] COURLAN[DO]|(?:P+H+|F+)A+G+(O+T+)|KINGPINI[E3]|ORLY)\b""; ccnorm(new_wikitext) rlike match)",82835,Rich Farmbrough,20160911183030,0,"Stripped-down version of filter #12, appropriate for AFTv5 comments.  Logging only for now. --rsterbin

Set auto-flag. --rsterbin

Set to disallow, rather than auto-flag, because none of these obscenities seem appropriate to have in an article feedback comment. -- Fabrice Florin - 23 July, 2012

Merging to 460. --Reaper 2012-08-17

Deleting, AFTv5 removed from WMF wikis --Legoktm 03/03/13
Updated for new norm/ccnorm. RF 20160911",Feedback: Comment with only obscenities,0,1222,1,1,disallow,0,default
47,,82835,Rich Farmbrough,20160813233958,0,,Prolific sockpuppeteers,1,1206,0,1,disallow,0,default
684,,14882394,MusikAnimal,20181018171737,0,,temporary vandalism,1,1192,0,0,disallow,0,default
930,"page_namespace rlike ""^(2|3)$"" &
!contains_any(user_groups, ""sysop"", ""bot"", ""extendedconfirmed"") &
contains_any(lcase(added_lines), ""__index__"", ""{{index"") &
!contains_any(lcase(removed_lines), ""__index__"", ""{{index"")",14882394,MusikAnimal,20181023224118,1,"Variant on filter 840 which tags all edits attempting to Index userspace. This one disallows for edits<20. Prior to creation, 99% of recent hits to 840 were self-promotion, or autobiographies. 

A custom message should be created explaining why the edit is being disallowed. -Crow

Log-only until custom message is added. For something that's not blatant vandalism or abuse, we should say why the edit was disallowed ~MA

-Update to support new restriction from Special:PermaLink/862856598#Prevent_new_users_from_allowing_search_engine_indexing_of_user_pages
~Xaos

MediaWiki:Abusefilter-warning-noindexuser set as warning, will be final message with deny ~Xa

Set to disallow per EFN discussion ~Xa

remove }} - Xa",Prevent indexing userspaces by newer users,0,1165,0,0,disallow,0,default
793,,764407,Kuru,20190105142358,1,,Common spam/scam phone numbers,1,1155,0,0,disallow,0,default
675,"regexstr := ""(?:TH|D)(?:[E3](?:MZ?|Y)|[@A]T|[O0][$S][3E])\s*['’]?s?['`]?(?:\s?I[$S]|[@A]R[3E]\s?)?[\s_\+](?:TH|D)[3EA@][\s_\+](?:F[A@](?:CT[$S]?|X)|[$S]T[@A]T[$S])\b|TH[1I]NG[$S] B[3E][1I]NG TH[3E] F[@A]C(?:T[$S]|X)|[@A]ND Y[0O][UV] KN[0O]W [1I]T(?:’|')?S TRU[3E]|R[3E][@A]DY F[0O]R TH[1I][$S] N[3E]XT F[@A]CT|IT[’']S [@A] D[0O]+ZY|R[1I]GHT H[3E]R[3E] [0O]N W[1I]K[1I]P[3E]D[1I][@A]|H[3E]R[3E](?:’|'|i)[$S] (?:TH|D)[3E@A] K[1I]CK[3E]R|[@A]ND (?:TH|D)[3E]R[3E] [1I][$S] (?:TH|D)[3EA@] F[@A](?:CT[$S]|X)"";

(
  action == 'createaccount' &
  accountname irlike "".*(?:th|d)(?:e|3)m'?(?:s|z)?\s*th(?:e|a)\s*fa(?:cts|ctz|x).*""
) | (
 user_editcount < 100
   & article_namespace == 0
   & edit_delta < 500
   & added_lines irlike regexstr
   & !(old_wikitext irlike regexstr)
)",14882394,MusikAnimal,20160614040653,0,"Vandalism trend due to ClickHole article: http://www.clickhole.com/article/man-mission-man-adding-and-thems-facts-end-every-w-2182

Please test changes on Debuggex: https://www.debuggex.com/r/VZXxrNpwYd-WGx2t/5

Added \b after first piece of the regex to minimise false positives -- TTO

moved to filter 614 ~~MA",Thems the facts vandalism,0,1107,0,1,disallow,0,default
877,,365454,Zzuuzz,20180814223233,0,,test filter 4,1,1084,0,0,,0,default
253,"article_namespace %2 == 0 &
(article_namespace != 2 & article_namespace != 100 & article_namespace != 6 &
((article_namespace != 4) &
!""bot"" in user_groups &
""~~~"" in added_lines &
!new_wikitext rlike  ""<!--.*~~~.*-->""&
!new_wikitext rlike  ""<nowiki>.*~~~.*</nowiki>""&
!new_wikitext rlike ""~~~~~""&
!contains_any(article_text ,""Did you know/Queue"",""Vandalism information"")))",451766,Prodego,20091127160929,0,"For now, completely excluding the Wikipedia: namespace from this filter. All other discussion pages are probably in the talk namespaces (odd numbers); however, there are legitimate reasons for a user to sign a page in the User: namespace.

Added exception for file namespace.  People need to add their own name as author.  (From false positive report).  -Wknight94

Way too many conditions (""consumes 588 conditions"") Disable [note those numbers can be wrong, but usually only after a recent filter change] -Prodego",Signing a non-discussion page,0,1015,0,1,warn,0,default
134,"(article_namespace == 10) &
((added_lines contains ""{{db"") |
(added_lines contains ""{{tfd"")) &
((new_wikitext rlike ""^(\{\{db-|\{\{tfd)"") |
(new_wikitext rlike ""[^<>]+(\{\{db-|\{\{tfd)"") |
(new_wikitext rlike ""</noinclude>[^<>]*(\{\{db-|\{\{tfd)""))",1130897,Ruslik0,20090708123137,0,"Currently for logging only and to see if wmedia regex evaluator supports this. --Admiral Norton

Are you sure you need to us the very intensive new_wikitext function? It doesn't seem to do anything. I would suggest removing that part. -Prodego

If you have any better idea about how to check for <noinclude> tags, you're welcome to weigh in. BTW I've changed the priority to minimize the number of pages where the regex test is run. --Admiral Norton

That should do the trick nicely. Good job. -Prodego

I've disabled the warning for this filter for now, since it directly contradicts the guidelines at [[WP:TFD]]: ""If placed directly into the nominated template, use <noinclude>...</noinclude> around the TFD notice if it is likely to be disruptive to articles that transclude that template."" I always thought it was a feature, and not a bug, that the TFD message appears in articles that use the nominated templates. --Conti

Of course it should appear in the articles. I inverted its logic. -- User:Docu
Restore previous version. Needs more work. -- User:Docu
Marked as deleted. - Ruslik",Template deletion notifications transcluded into articles,0,991,0,1,,0,default
755,,502540,Xaosflux,20190104181502,0,,LTA trolling,1,981,0,0,,0,default
7,,82835,Rich Farmbrough,20160812192554,0,,AnonTalk,1,972,0,1,,0,default
834,,21166720,Biblioworm,20170204214625,0,,Possible attacks on other users,1,961,1,1,,0,default
879,"!""confirmed"" in user_groups &
page_namespace == 0 &
""&lt;"" in added_lines &
!""<"" in added_lines &
""<"" in removed_lines &
!""&lt;"" in removed_lines",365454,Zzuuzz,20181219090944,1,"Background:
https://en.wikipedia.org/wiki/Wikipedia:Edit_filter/Requested/Archive_10#Warn_about_broken_proxies
https://en.wikipedia.org/wiki/Wikipedia:Edit_filter_noticeboard/Archive_3#Move_Special:AbuseFilter.2F879_to_disallow.2C_or_tag.3F

Requested filter, tested at 773 (and improved on by Crow). See also 464  --TNT 11/11/2017

This should happen with one edit, so going off of added/removed_lines should do the job and is less expensive. It's possible a user only replaced one part of the page (on purpose), but this seems like an edge case and is likely to be disruptive anyway. Also check added_lines first, which in this case is most likely to evaluate to false. Finally, adding < and > for good measure ~MA",Possible malformed edit,0,943,0,0,warn,0,default
815,,14882394,MusikAnimal,20170831173447,1,,TV vandal,1,936,0,0,disallow,0,default
341,,14882394,MusikAnimal,20160614031549,0,,Persistent talk page abuse from IP ranges,1,925,0,1,disallow,0,default
600,,10639536,Reaper Eternal,20150602162717,0,,Adding Image to Template,1,924,0,0,tag,0,default
934,"!(""confirmed"" in user_groups) &
page_namespace == 0 &
page_age == 0",59944,Kaldari,20181107195116,0,"See https://phabricator.wikimedia.org/T204016 . Basically unconfirmed users can still create mainspace pages through the API. This filter is hit mostly by the content translation tool (already blocked by filter 782), but any other API edits are likely attempts to get around ACTPERM, hence disallowing. ~MA

No longer needed ~MA",Unconfirmed users creating mainspace articles,0,915,0,1,disallow,0,default
529,"article_namespace == 0 &
added_lines irlike ""twitter\.com/(chartnews|australiacharts|mickeycharts)|facebook\.com/pages/Chart-News""",3210516,Kww,20150625141130,0,"Log only to start

- Works in testing, not causing false positives. Going ahead and setting to block.

- Disabling. Looks like this fad has dropped out of popularity.

- adding another bogus twitter acccount (""australiacharts"")
- Reenabling. Widespread, low-level problem.
- adding MickeyCharts
- unnecessary slash

Optimize, remove link to summary. --Reaper 2014-01-02

The same chartnews with a Twitter feed now has a Facebook page.",chartnews,0,913,0,1,"warn,disallow",0,default
534,,14882394,MusikAnimal,20151231173918,0,,Preuss filter,1,912,0,0,disallow,0,default
859,,365454,Zzuuzz,20181104194110,0,,LTA #859,1,856,0,1,disallow,0,default
477,,14882394,MusikAnimal,20160614032941,0,,Chinese pattern spambots,1,854,0,1,warn,0,default
899,"article_namespace == 0 &
/** cancels out most edits, and in effect will reduce average condition count */
contains_any(added_lines, ""thesun.co.uk"", ""dailystar.co.uk"") &
!(summary irlike ""^(Revert|rv|Undid)"") &
new_wikitext contains ""[[Category:Living people]]"" &
!(""bot"" in user_groups) &
(
    (
        added_lines contains ""thesun.co.uk"" &
        !(removed_lines contains ""thesun.co.uk"")
    )
    |
    (
        added_lines contains ""dailystar.co.uk"" &
        !(removed_lines contains ""dailystar.co.uk"")
    )
)",14882394,MusikAnimal,20180412201446,1,"Forked from 869, see [[Special:Permalink/820423099#Enabling warnings or tags for Filter 869?]] ~MA","Adding ""The Sun"" or ""Dailystar"" to BLPs",0,826,0,0,,0,default
739,,15991542,Samwalton9,20170416123534,1,,User talk vandal,1,821,0,0,disallow,0,default
398,,1749459,MER-C,20180426150503,0,,Test filter 398,1,802,0,0,throttle,0,default
485,"!(""bot"" in user_groups) &(lcase(added_lines) rlike ""ktg6us78hf8vdu7"")",14882394,MusikAnimal,20160614033239,0,"Added per request by Hoo man, https://en.wikipedia.org/w/index.php?title=Wikipedia:Edit_filter/Requested&oldid=507911796#Catching_malicious_.3Ca.3E_tags_probably_inserted_by_a_browser_extension

Add tag action. - Sole Soul

Merged into 345. - KoH

unregistering the tag so it doesn't appear as using a tag in the list - cen",Prevent malicious edits by browser extension,0,797,0,1,warn,0,default
422,,10639536,Reaper Eternal,20150625143905,0,,Possible template vandalism,1,794,0,0,disallow,0,default
388,,5711305,Cenarium,20150212173548,0,,Unusual redirect III,1,783,0,1,,0,default
405,,14882394,MusikAnimal,20160614032241,0,,Verizon vandal,1,776,0,1,,0,default
708,"user_editcount < 50 &
(
 (moved_from_namespace == 2|moved_from_namespace == 118) &
 (
  moved_to_namespace == 0
 )
)",15991542,Samwalton9,20151104174320,0,"Testing, related to an SPI case. --Samwalton9, 12 July 2015

Disabling per https://en.wikipedia.org/w/index.php?title=User_talk%3ARisker&type=revision&diff=689039984&oldid=689000725 - let me know if you still need this. --Samwalton9, 4 Nov 2015",SPI page moves,0,765,0,0,,0,default
543,,7777104,Kingpin13,20130402134200,0,,XKCD April Fools' Day 2013 vandalism,1,754,0,1,,0,default
872,,19818307,Crow,20180711125807,0,,SK Sock,1,748,0,0,disallow,0,default
941,,365454,Zzuuzz,20181114151253,0,,proxy abuse,1,747,0,0,disallow,0,default
812,"!""confirmed"" in user_groups &
edit_delta > 1000000",14882394,MusikAnimal,20161212220959,1,"See https://en.wikipedia.org/wiki/Special:Contributions/Centralized_Authority --Samwalton9, 3 Dec 2016

Moving to general filter to detect large addition of content, and making public. Log-only for now ~MA 2016.12.07

Disallow per mailing list ~MA 2016.12.12",Unreasonably large addition of content,0,726,0,0,disallow,0,default
915,,502540,Xaosflux,20190104181216,1,,Personal testing filter for Cyberpower678,1,719,0,0,,0,default
762,,3174456,Oshwah,20180126230139,1,,TV/Movie spammer,1,716,0,0,"disallow,tag",0,default
642,"""otrs"" in lcase(added_lines) & (
    OTRS_template_reg := '\{\{[\s_]*(OTRS[\s_-]*(confirmation|permission|received|talk|user|)|(article|confirmation|permission)[\s_-]*OTRS)[\s_]*(\}\}|\|)|\{\{(subst:)?Db-no permission-OTRS\}\}';
    added_lines irlike OTRS_template_reg &
    !(removed_lines irlike OTRS_template_reg)
) & !(
    contains_any(user_groups, ""bot"", ""sysop"") |
    ""otrs-member"" in global_user_groups
) &
contains_any(action, 'edit', 'upload')",14882394,MusikAnimal,20181023194832,1,"Nov 22 - Created based on AbuseFilter/635; with the modification to look for the newly implemented global group
> Currently logging only for testing - if everything is in order then we can disable filter 635 and use this one instead. 
> Tested against previous revisions and seems to be in order- Rjd0060

Nov 24 - Added warning box which needs modification to reflect that it is a global group.  Members will be automatically added/removed by a yet to be determined organized collaborative process between the stewards and OTRS administrators - Rjd0060

Nov 30 - Removed namespace dependency ( & (article_namespace == 6 | article_namespace == 1) )  No reason for it.  Missed an edit in the draft space. -Rjd0060

This filter is easy to subvert so assume we are mainly looking at good faith, or naive bad faith edits.

Templates affected are 
1. ArticleOTRS (up for deletion)
2. ConfirmationOTRS
3. OTRS permission (two redirects that aren't caught - or used - PermissionOTRS-ID and PermissionOTRSOnly)
4. OTRS received (OTRS insufficient redirects here, but is unused)
5. OTRS-talk (OTRS and Otrs redirect here, and have 111 transclusions between them currently caught by ""|)"" in the regex)
6. OTRS-user

Simplify, optimize, correct some wrong leaning slashes. RF 20150802

Added local bots to excluded user groups, since this was causing an issue with an archiving bot. - Earwig 2015-11-26

Add Db-no permission-OTRS to regex checked - batch tested and will watch logs --Samtar 25/9/16

Since this has been in action for a while, i'm moving to add preventing the edit. - DQ 2017-01-17

Added sysop exception. Xaos 20170817

[/s_-] --> [\/s_-] (unescaped `/`) --TNT 5Oct2017
[\/s_-] --> [\s_-] (any whitespace), makes a bit more sense! --TNT 5Oct2017

Look for ""otrs"" in added_lines first to reduce condition count. Other various cleanup ~MA

Regularly showing up on slow filter dashboard; I think global_user_groups might be the slow part, so moving that condition after the added_lines check. Also most actions are edits, so we can move that check to the end to reduce condition count ~MA

OTRS-->otrs per phab:T202095 - 20180817 ~Xaos",OTRS template added by non-OTRS member (global),0,712,0,0,disallow,0,default
146,,258000,King of Hearts,20120808231158,0,,Keith Bridgeman vandalism,1,710,0,1,,0,default
